,Product,Date,MERGE,SNOW %,CLOUD %,LAND %,SEA %,NODATA %,DATA Count,Test_P_1,Test_P_2,Test_P_3,Test_P_4,Test_P_5
218,H34,20191129,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
219,H34,20191130,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
220,H34,20191201,1,0.3039565296150416,3.503577632654578,23.890125397127676,45.53036139779652,25.38751155386073,13778944,42,42,42,42,42
221,H34,20191202,1,0.3500703682372176,3.9778012016015163,23.362886154410674,45.51527315881391,25.38751155386073,13778944,42,42,42,42,0
222,H34,20191203,1,6.0884491583680145,3.4019878446417953,18.240265727184898,45.45554434360137,25.38406426501189,13778944,0,0,0,0,0
223,H34,20191204,1,6.122457570043103,3.690471490413198,17.910233178972206,45.44249544812723,25.38406426501189,13778944,0,0,0,0,0
224,H34,20191205,1,6.076619514528835,3.4799328598766346,18.159613683022442,45.43053517018431,25.38406426501189,13778944,0,0,0,0,0
225,H34,20191206,1,6.125077509568222,3.2987070707305293,18.28502968006837,45.41826282188243,25.38406426501189,13778944,0,0,0,0,0
226,H34,20191207,1,6.063410955150119,3.872393994779281,17.766513892501486,45.40756534027571,25.38406426501189,13778944,0,0,0,0,0
227,H34,20191208,1,6.052292541431332,4.155289403890458,17.488074557818074,45.39652675850922,25.38406426501189,13778944,0,0,0,0,0
228,H34,20191209,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
